,price
1357,"$995,000"
1358,"$1,995,000"
1359,"$949,000"
1360,"$1,275,000"
1361,"$1,150,000"
1362,"$960,000"
1363,"$565,000"
1364,"$1,100,000"
1365,"$715,000"
1366,"$2,250,000"
1367,"$300,000"
1368,"$1,799,000"
1369,"$789,900"
1370,"$1,550,000"
1371,"$1,050,000"
1372,"$1,099,000"
1373,"$799,000"
1374,"$1,495,000"
1375,"$2,095,000"
1376,"$3,300,000"
1377,"$819,000"
1378,"$1,449,000"
1379,"$998,000"
1380,"$4,185,000"
1381,"$995,000"
1382,"$394,000"
1383,"$400,000"
1384,"$1,318,000"
1385,"$998,000"
1386,"$925,000"
1387,"$625,000"
1388,"$995,000"
1389,"$5,250,000"
1390,"$2,750,000"
1391,"$868,000"
1392,"$978,000"
1393,"$799,000"
1394,"$510,000"
1395,"$400,000"
1396,"$7,200,000"
1397,"$729,000"
1398,"$3,895,000"
1399,"$1,825,000"
1400,"$899,000"
1401,"$4,645,000"
1402,"$2,599,000"
1403,"$680,000"
1404,"$1,095,000"
1405,"$3,500"
1406,"$1,695,000"
1407,"$799,000"
1408,"$1,048,000"
1409,"$1,995,000"
1410,"$2,795,000"
1411,"$2,995,000"
1412,"$545,000"
1413,"$575,000"
1414,"$525,000"
1415,"$2,195,000"
1416,"$1,149,000"
1417,"$1,695,000"
1418,"$11,750,000"
1419,"$995,000"
1420,"$1,995,000"
1421,"$949,000"
1422,"$1,275,000"
1423,"$1,150,000"
1424,"$960,000"
1425,"$565,000"
1426,"$1,100,000"
1427,"$715,000"
1428,"$2,250,000"
1429,"$300,000"
1430,"$1,799,000"
1431,"$789,900"
1432,"$1,550,000"
1433,"$1,050,000"
1434,"$1,099,000"
1435,"$799,000"
1436,"$1,495,000"
1437,"$2,095,000"
1438,"$3,300,000"
1439,"$819,000"
1440,"$1,449,000"
1441,"$998,000"
1442,"$4,185,000"
1443,"$995,000"
1444,"$394,000"
1445,"$400,000"
1446,"$1,318,000"
1447,"$998,000"
1448,"$925,000"
1449,"$625,000"
1450,"$995,000"
1451,"$5,250,000"
1452,"$2,750,000"
1453,"$868,000"
1454,"$978,000"
1455,"$799,000"
1456,"$510,000"
1457,"$400,000"
1458,"$7,200,000"
1459,"$729,000"
1460,"$3,895,000"
1461,"$1,825,000"
1462,"$899,000"
1463,"$4,645,000"
1464,"$2,599,000"
1465,"$680,000"
1466,"$1,095,000"
1467,"$3,500"
1468,"$1,695,000"
1469,"$799,000"
1470,"$1,048,000"
1471,"$1,995,000"
1472,"$2,795,000"
1473,"$2,995,000"
1474,"$545,000"
1475,"$575,000"
1476,"$525,000"
1477,"$2,195,000"
1478,"$1,149,000"
1479,"$1,695,000"
1480,"$11,750,000"
1481,"$995,000"
1482,"$1,995,000"
1483,"$949,000"
1484,"$1,275,000"
1485,"$1,150,000"
1486,"$960,000"
1487,"$565,000"
1488,"$1,100,000"
1489,"$715,000"
1490,"$2,250,000"
1491,"$300,000"
1492,"$1,799,000"
1493,"$789,900"
1494,"$1,550,000"
1495,"$1,050,000"
1496,"$1,099,000"
1497,"$799,000"
1498,"$1,495,000"
1499,"$2,095,000"
1500,"$3,300,000"
1501,"$819,000"
1502,"$1,449,000"
1503,"$998,000"
1504,"$4,185,000"
1505,"$995,000"
1506,"$394,000"
1507,"$400,000"
1508,"$1,318,000"
1509,"$998,000"
1510,"$925,000"
1511,"$625,000"
1512,"$995,000"
1513,"$5,250,000"
1514,"$2,750,000"
1515,"$868,000"
1516,"$978,000"
1517,"$799,000"
1518,"$510,000"
1519,"$400,000"
1520,"$7,200,000"
1521,"$729,000"
1522,"$3,895,000"
1523,"$1,825,000"
1524,"$899,000"
1525,"$4,645,000"
1526,"$2,599,000"
1527,"$680,000"
1528,"$1,095,000"
1529,"$3,500"
1530,"$1,695,000"
1531,"$799,000"
1532,"$1,048,000"
1533,"$1,995,000"
1534,"$2,795,000"
1535,"$2,995,000"
1536,"$545,000"
1537,"$575,000"
1538,"$525,000"
1539,"$2,195,000"
1540,"$1,149,000"
1541,"$1,695,000"
1542,"$11,750,000"
1543,"$995,000"
1544,"$1,995,000"
1545,"$949,000"
1546,"$1,275,000"
1547,"$1,150,000"
1548,"$960,000"
1549,"$565,000"
1550,"$1,100,000"
1551,"$715,000"
1552,"$2,250,000"
1553,"$300,000"
1554,"$1,799,000"
1555,"$789,900"
1556,"$1,550,000"
1557,"$1,050,000"
1558,"$1,099,000"
1559,"$799,000"
1560,"$1,495,000"
1561,"$2,095,000"
1562,"$3,300,000"
1563,"$819,000"
1564,"$1,449,000"
1565,"$998,000"
1566,"$4,185,000"
1567,"$995,000"
1568,"$394,000"
1569,"$400,000"
1570,"$1,318,000"
1571,"$998,000"
1572,"$925,000"
1573,"$625,000"
1574,"$995,000"
1575,"$5,250,000"
1576,"$2,750,000"
1577,"$868,000"
1578,"$978,000"
1579,"$799,000"
1580,"$510,000"
1581,"$400,000"
1582,"$7,200,000"
1583,"$729,000"
1584,"$3,895,000"
1585,"$1,825,000"
1586,"$899,000"
1587,"$4,645,000"
1588,"$2,599,000"
1589,"$680,000"
1590,"$1,095,000"
1591,"$3,500"
1592,"$1,695,000"
1593,"$799,000"
1594,"$1,048,000"
1595,"$1,995,000"
1596,"$2,795,000"
1597,"$2,995,000"
1598,"$545,000"
1599,"$575,000"
1600,"$525,000"
1601,"$2,195,000"
1602,"$1,149,000"
1603,"$1,695,000"
1604,"$11,750,000"
1605,"$995,000"
1606,"$1,995,000"
1607,"$949,000"
1608,"$1,275,000"
1609,"$1,150,000"
1610,"$960,000"
1611,"$565,000"
1612,"$1,100,000"
1613,"$715,000"
1614,"$2,250,000"
1615,"$300,000"
1616,"$1,799,000"
1617,"$789,900"
1618,"$1,550,000"
1619,"$1,050,000"
1620,"$1,099,000"
1621,"$799,000"
1622,"$1,495,000"
1623,"$2,095,000"
1624,"$3,300,000"
1625,"$819,000"
1626,"$1,449,000"
1627,"$998,000"
1628,"$4,185,000"
1629,"$995,000"
1630,"$394,000"
1631,"$400,000"
1632,"$1,318,000"
1633,"$998,000"
1634,"$925,000"
1635,"$625,000"
1636,"$995,000"
1637,"$5,250,000"
1638,"$2,750,000"
1639,"$868,000"
1640,"$978,000"
1641,"$799,000"
1642,"$510,000"
1643,"$400,000"
1644,"$7,200,000"
1645,"$729,000"
1646,"$3,895,000"
1647,"$1,825,000"
1648,"$899,000"
1649,"$4,645,000"
1650,"$2,599,000"
1651,"$680,000"
1652,"$1,095,000"
1653,"$3,500"
1654,"$1,695,000"
1655,"$799,000"
1656,"$1,048,000"
1657,"$1,995,000"
1658,"$2,795,000"
1659,"$2,995,000"
1660,"$545,000"
1661,"$575,000"
1662,"$525,000"
1663,"$2,195,000"
1664,"$1,149,000"
1665,"$1,695,000"
1666,"$11,750,000"
1667,"$995,000"
1668,"$1,995,000"
1669,"$949,000"
1670,"$1,275,000"
1671,"$1,150,000"
1672,"$960,000"
1673,"$565,000"
1674,"$1,100,000"
1675,"$715,000"
1676,"$2,250,000"
1677,"$300,000"
1678,"$1,799,000"
1679,"$789,900"
1680,"$1,550,000"
1681,"$1,050,000"
1682,"$1,099,000"
1683,"$799,000"
1684,"$1,495,000"
1685,"$2,095,000"
1686,"$3,300,000"
1687,"$819,000"
1688,"$1,449,000"
1689,"$998,000"
1690,"$4,185,000"
1691,"$995,000"
1692,"$394,000"
1693,"$400,000"
1694,"$1,318,000"
1695,"$998,000"
1696,"$925,000"
1697,"$625,000"
1698,"$995,000"
1699,"$5,250,000"
1700,"$2,750,000"
1701,"$868,000"
1702,"$978,000"
1703,"$799,000"
1704,"$510,000"
1705,"$400,000"
1706,"$7,200,000"
1707,"$729,000"
1708,"$3,895,000"
1709,"$1,825,000"
1710,"$899,000"
1711,"$4,645,000"
1712,"$2,599,000"
1713,"$680,000"
1714,"$1,095,000"
1715,"$3,500"
1716,"$1,695,000"
1717,"$799,000"
1718,"$1,048,000"
1719,"$1,995,000"
1720,"$2,795,000"
1721,"$2,995,000"
1722,"$545,000"
1723,"$575,000"
1724,"$525,000"
1725,"$2,195,000"
1726,"$1,149,000"
1727,"$1,695,000"
1728,"$11,750,000"
1729,"$995,000"
1730,"$1,995,000"
1731,"$949,000"
1732,"$1,275,000"
1733,"$1,150,000"
1734,"$960,000"
1735,"$565,000"
1736,"$1,100,000"
1737,"$715,000"
1738,"$2,250,000"
1739,"$300,000"
1740,"$1,799,000"
1741,"$789,900"
1742,"$1,550,000"
1743,"$1,050,000"
1744,"$1,099,000"
1745,"$799,000"
1746,"$1,495,000"
1747,"$2,095,000"
1748,"$3,300,000"
1749,"$819,000"
1750,"$1,449,000"
1751,"$998,000"
1752,"$4,185,000"
1753,"$995,000"
1754,"$394,000"
1755,"$400,000"
1756,"$1,318,000"
1757,"$998,000"
1758,"$925,000"
1759,"$625,000"
1760,"$995,000"
1761,"$5,250,000"
1762,"$2,750,000"
1763,"$868,000"
1764,"$978,000"
1765,"$799,000"
1766,"$510,000"
1767,"$400,000"
1768,"$7,200,000"
1769,"$729,000"
1770,"$3,895,000"
1771,"$1,825,000"
1772,"$899,000"
1773,"$4,645,000"
1774,"$2,599,000"
1775,"$680,000"
1776,"$1,095,000"
1777,"$3,500"
1778,"$1,695,000"
1779,"$799,000"
1780,"$1,048,000"
1781,"$1,995,000"
1782,"$2,795,000"
1783,"$2,995,000"
1784,"$545,000"
1785,"$575,000"
1786,"$525,000"
1787,"$2,195,000"
1788,"$1,149,000"
1789,"$1,695,000"
1790,"$11,750,000"
1791,"$995,000"
1792,"$1,995,000"
1793,"$949,000"
1794,"$1,275,000"
1795,"$1,150,000"
1796,"$960,000"
1797,"$565,000"
1798,"$1,100,000"
1799,"$715,000"
1800,"$2,250,000"
1801,"$300,000"
1802,"$1,799,000"
1803,"$789,900"
1804,"$1,550,000"
1805,"$1,050,000"
1806,"$1,099,000"
1807,"$799,000"
1808,"$1,495,000"
1809,"$2,095,000"
1810,"$3,300,000"
1811,"$819,000"
1812,"$1,449,000"
1813,"$998,000"
1814,"$4,185,000"
1815,"$995,000"
1816,"$394,000"
1817,"$400,000"
1818,"$1,318,000"
1819,"$998,000"
1820,"$925,000"
1821,"$625,000"
1822,"$995,000"
1823,"$5,250,000"
1824,"$2,750,000"
1825,"$868,000"
1826,"$978,000"
1827,"$799,000"
1828,"$510,000"
1829,"$400,000"
1830,"$7,200,000"
1831,"$729,000"
1832,"$3,895,000"
1833,"$1,825,000"
1834,"$899,000"
1835,"$4,645,000"
1836,"$2,599,000"
1837,"$680,000"
1838,"$1,095,000"
1839,"$3,500"
1840,"$1,695,000"
1841,"$799,000"
1842,"$1,048,000"
1843,"$1,995,000"
1844,"$2,795,000"
1845,"$2,995,000"
1846,"$545,000"
1847,"$575,000"
1848,"$525,000"
1849,"$2,195,000"
1850,"$1,149,000"
1851,"$1,695,000"
1852,"$11,750,000"
1853,"$995,000"
1854,"$1,995,000"
1855,"$949,000"
1856,"$1,275,000"
1857,"$1,150,000"
1858,"$960,000"
1859,"$565,000"
1860,"$1,100,000"
1861,"$715,000"
1862,"$2,250,000"
1863,"$300,000"
1864,"$1,799,000"
1865,"$789,900"
1866,"$1,550,000"
1867,"$1,050,000"
1868,"$1,099,000"
1869,"$799,000"
1870,"$1,495,000"
1871,"$2,095,000"
1872,"$3,300,000"
1873,"$819,000"
1874,"$1,449,000"
1875,"$998,000"
1876,"$4,185,000"
1877,"$995,000"
1878,"$394,000"
1879,"$400,000"
1880,"$1,318,000"
1881,"$998,000"
1882,"$925,000"
1883,"$625,000"
1884,"$995,000"
1885,"$5,250,000"
1886,"$2,750,000"
1887,"$868,000"
1888,"$978,000"
1889,"$799,000"
1890,"$510,000"
1891,"$400,000"
1892,"$7,200,000"
1893,"$729,000"
1894,"$3,895,000"
1895,"$1,825,000"
1896,"$899,000"
1897,"$4,645,000"
1898,"$2,599,000"
1899,"$680,000"
1900,"$1,095,000"
1901,"$3,500"
1902,"$1,695,000"
1903,"$799,000"
1904,"$1,048,000"
1905,"$1,995,000"
1906,"$2,795,000"
1907,"$2,995,000"
1908,"$545,000"
1909,"$575,000"
1910,"$525,000"
1911,"$2,195,000"
1912,"$1,149,000"
1913,"$1,695,000"
1914,"$11,750,000"
1915,"$995,000"
1916,"$1,995,000"
1917,"$949,000"
1918,"$1,275,000"
1919,"$1,150,000"
1920,"$960,000"
1921,"$565,000"
1922,"$1,100,000"
1923,"$715,000"
1924,"$2,250,000"
1925,"$300,000"
1926,"$1,799,000"
1927,"$789,900"
1928,"$1,550,000"
1929,"$1,050,000"
1930,"$1,099,000"
1931,"$799,000"
1932,"$1,495,000"
1933,"$2,095,000"
1934,"$3,300,000"
1935,"$819,000"
1936,"$1,449,000"
1937,"$998,000"
1938,"$4,185,000"
1939,"$995,000"
1940,"$394,000"
1941,"$400,000"
1942,"$1,318,000"
1943,"$998,000"
1944,"$925,000"
1945,"$625,000"
1946,"$995,000"
1947,"$5,250,000"
1948,"$2,750,000"
1949,"$868,000"
1950,"$978,000"
1951,"$799,000"
1952,"$510,000"
1953,"$400,000"
1954,"$7,200,000"
1955,"$729,000"
1956,"$3,895,000"
1957,"$1,825,000"
1958,"$899,000"
1959,"$4,645,000"
1960,"$2,599,000"
1961,"$680,000"
1962,"$1,095,000"
1963,"$3,500"
1964,"$1,695,000"
1965,"$799,000"
1966,"$1,048,000"
1967,"$1,995,000"
1968,"$2,795,000"
1969,"$2,995,000"
1970,"$545,000"
1971,"$575,000"
1972,"$525,000"
1973,"$2,195,000"
1974,"$1,149,000"
1975,"$1,695,000"
1976,"$11,750,000"
1977,"$995,000"
1978,"$1,995,000"
1979,"$949,000"
1980,"$1,275,000"
1981,"$1,150,000"
1982,"$960,000"
1983,"$565,000"
1984,"$1,100,000"
1985,"$715,000"
1986,"$2,250,000"
1987,"$300,000"
1988,"$1,799,000"
1989,"$789,900"
1990,"$1,550,000"
1991,"$1,050,000"
1992,"$1,099,000"
1993,"$799,000"
1994,"$1,495,000"
1995,"$2,095,000"
1996,"$3,300,000"
1997,"$819,000"
1998,"$1,449,000"
1999,"$998,000"
2000,"$4,185,000"
2001,"$995,000"
2002,"$394,000"
2003,"$400,000"
2004,"$1,318,000"
2005,"$998,000"
2006,"$925,000"
2007,"$625,000"
2008,"$995,000"
2009,"$5,250,000"
2010,"$2,750,000"
2011,"$868,000"
2012,"$978,000"
2013,"$799,000"
2014,"$510,000"
2015,"$400,000"
2016,"$7,200,000"
2017,"$729,000"
2018,"$3,895,000"
2019,"$1,825,000"
2020,"$899,000"
2021,"$4,645,000"
2022,"$2,599,000"
2023,"$680,000"
2024,"$1,095,000"
2025,"$3,500"
2026,"$1,695,000"
2027,"$799,000"
2028,"$1,048,000"
2029,"$1,995,000"
2030,"$2,795,000"
2031,"$2,995,000"
2032,"$545,000"
2033,"$575,000"
2034,"$525,000"
2035,"$2,195,000"
2036,"$1,149,000"
2037,"$1,695,000"
2038,"$11,750,000"
2039,"$995,000"
2040,"$1,995,000"
2041,"$949,000"
2042,"$1,275,000"
2043,"$1,150,000"
2044,"$960,000"
2045,"$565,000"
2046,"$1,100,000"
2047,"$715,000"
2048,"$2,250,000"
2049,"$300,000"
2050,"$1,799,000"
2051,"$789,900"
2052,"$1,550,000"
2053,"$1,050,000"
2054,"$1,099,000"
2055,"$799,000"
2056,"$1,495,000"
2057,"$2,095,000"
2058,"$3,300,000"
2059,"$819,000"
2060,"$1,449,000"
2061,"$998,000"
2062,"$4,185,000"
2063,"$995,000"
2064,"$394,000"
2065,"$400,000"
2066,"$1,318,000"
2067,"$998,000"
2068,"$925,000"
2069,"$625,000"
2070,"$995,000"
2071,"$5,250,000"
2072,"$2,750,000"
2073,"$868,000"
2074,"$978,000"
2075,"$799,000"
2076,"$510,000"
2077,"$400,000"
2078,"$7,200,000"
2079,"$729,000"
2080,"$3,895,000"
2081,"$1,825,000"
2082,"$899,000"
2083,"$4,645,000"
2084,"$2,599,000"
2085,"$680,000"
2086,"$1,095,000"
2087,"$3,500"
2088,"$1,695,000"
2089,"$799,000"
2090,"$1,048,000"
2091,"$1,995,000"
2092,"$2,795,000"
2093,"$2,995,000"
2094,"$545,000"
2095,"$575,000"
2096,"$525,000"
2097,"$2,195,000"
2098,"$1,149,000"
2099,"$1,695,000"
2100,"$11,750,000"
2101,"$995,000"
2102,"$1,995,000"
2103,"$949,000"
2104,"$1,275,000"
2105,"$1,150,000"
2106,"$960,000"
2107,"$565,000"
2108,"$1,100,000"
2109,"$715,000"
2110,"$2,250,000"
2111,"$300,000"
2112,"$1,799,000"
2113,"$789,900"
2114,"$1,550,000"
2115,"$1,050,000"
2116,"$1,099,000"
2117,"$799,000"
2118,"$1,495,000"
2119,"$2,095,000"
2120,"$3,300,000"
2121,"$819,000"
2122,"$1,449,000"
2123,"$998,000"
2124,"$4,185,000"
2125,"$995,000"
2126,"$394,000"
2127,"$400,000"
2128,"$1,318,000"
2129,"$998,000"
2130,"$925,000"
2131,"$625,000"
2132,"$995,000"
2133,"$5,250,000"
2134,"$2,750,000"
2135,"$868,000"
2136,"$978,000"
2137,"$799,000"
2138,"$510,000"
2139,"$400,000"
2140,"$7,200,000"
2141,"$729,000"
2142,"$3,895,000"
2143,"$1,825,000"
2144,"$899,000"
2145,"$4,645,000"
2146,"$2,599,000"
2147,"$680,000"
2148,"$1,095,000"
2149,"$3,500"
2150,"$1,695,000"
2151,"$799,000"
2152,"$1,048,000"
2153,"$1,995,000"
2154,"$2,795,000"
2155,"$2,995,000"
2156,"$545,000"
2157,"$575,000"
2158,"$525,000"
2159,"$2,195,000"
2160,"$1,149,000"
2161,"$1,695,000"
2162,"$11,750,000"
2163,"$995,000"
2164,"$1,995,000"
2165,"$949,000"
2166,"$1,275,000"
2167,"$1,150,000"
2168,"$960,000"
2169,"$565,000"
2170,"$1,100,000"
2171,"$715,000"
2172,"$2,250,000"
2173,"$300,000"
2174,"$1,799,000"
2175,"$789,900"
2176,"$1,550,000"
2177,"$1,050,000"
2178,"$1,099,000"
2179,"$799,000"
2180,"$1,495,000"
2181,"$2,095,000"
2182,"$3,300,000"
2183,"$819,000"
2184,"$1,449,000"
2185,"$998,000"
2186,"$4,185,000"
2187,"$995,000"
2188,"$394,000"
2189,"$400,000"
2190,"$1,318,000"
2191,"$998,000"
2192,"$925,000"
2193,"$625,000"
2194,"$995,000"
2195,"$5,250,000"
2196,"$2,750,000"
2197,"$868,000"
2198,"$978,000"
2199,"$799,000"
2200,"$510,000"
2201,"$400,000"
2202,"$7,200,000"
2203,"$729,000"
2204,"$3,895,000"
2205,"$1,825,000"
2206,"$899,000"
2207,"$4,645,000"
2208,"$2,599,000"
2209,"$680,000"
2210,"$1,095,000"
2211,"$3,500"
2212,"$1,695,000"
2213,"$799,000"
2214,"$1,048,000"
2215,"$1,995,000"
2216,"$2,795,000"
2217,"$2,995,000"
2218,"$545,000"
2219,"$575,000"
2220,"$525,000"
2221,"$2,195,000"
2222,"$1,149,000"
2223,"$1,695,000"
2224,"$11,750,000"
2225,"$995,000"
2226,"$1,995,000"
2227,"$949,000"
2228,"$1,275,000"
2229,"$1,150,000"
2230,"$960,000"
2231,"$565,000"
2232,"$1,100,000"
2233,"$715,000"
2234,"$2,250,000"
2235,"$300,000"
2236,"$1,799,000"
2237,"$789,900"
2238,"$1,550,000"
2239,"$1,050,000"
2240,"$1,099,000"
2241,"$799,000"
2242,"$1,495,000"
2243,"$2,095,000"
2244,"$3,300,000"
2245,"$819,000"
2246,"$1,449,000"
2247,"$998,000"
2248,"$4,185,000"
2249,"$995,000"
2250,"$394,000"
2251,"$400,000"
2252,"$1,318,000"
2253,"$998,000"
2254,"$925,000"
2255,"$625,000"
2256,"$995,000"
2257,"$5,250,000"
2258,"$2,750,000"
2259,"$868,000"
2260,"$978,000"
2261,"$799,000"
2262,"$510,000"
2263,"$400,000"
2264,"$7,200,000"
2265,"$729,000"
2266,"$3,895,000"
2267,"$1,825,000"
2268,"$899,000"
2269,"$4,645,000"
2270,"$2,599,000"
2271,"$680,000"
2272,"$1,095,000"
2273,"$3,500"
2274,"$1,695,000"
2275,"$799,000"
2276,"$1,048,000"
2277,"$1,995,000"
2278,"$2,795,000"
2279,"$2,995,000"
2280,"$545,000"
2281,"$575,000"
2282,"$525,000"
2283,"$2,195,000"
2284,"$1,149,000"
2285,"$1,695,000"
2286,"$11,750,000"
2287,"$995,000"
2288,"$1,995,000"
2289,"$949,000"
2290,"$1,275,000"
2291,"$1,150,000"
2292,"$960,000"
2293,"$565,000"
2294,"$1,100,000"
2295,"$715,000"
2296,"$2,250,000"
2297,"$300,000"
2298,"$1,799,000"
2299,"$789,900"
2300,"$1,550,000"
2301,"$1,050,000"
2302,"$1,099,000"
2303,"$799,000"
2304,"$1,495,000"
2305,"$2,095,000"
2306,"$3,300,000"
2307,"$819,000"
2308,"$1,449,000"
2309,"$998,000"
2310,"$4,185,000"
2311,"$995,000"
2312,"$394,000"
2313,"$400,000"
2314,"$1,318,000"
2315,"$998,000"
2316,"$925,000"
2317,"$625,000"
2318,"$995,000"
2319,"$5,250,000"
2320,"$2,750,000"
2321,"$868,000"
2322,"$978,000"
2323,"$799,000"
2324,"$510,000"
2325,"$400,000"
2326,"$7,200,000"
2327,"$729,000"
2328,"$3,895,000"
2329,"$1,825,000"
2330,"$899,000"
2331,"$4,645,000"
2332,"$2,599,000"
2333,"$680,000"
2334,"$1,095,000"
2335,"$3,500"
2336,"$1,695,000"
2337,"$799,000"
2338,"$1,048,000"
2339,"$1,995,000"
2340,"$2,795,000"
2341,"$2,995,000"
2342,"$545,000"
2343,"$575,000"
2344,"$525,000"
2345,"$2,195,000"
2346,"$1,149,000"
2347,"$1,695,000"
2348,"$11,750,000"
2349,"$995,000"
2350,"$1,995,000"
2351,"$949,000"
2352,"$1,275,000"
2353,"$1,150,000"
2354,"$960,000"
2355,"$565,000"
2356,"$1,100,000"
2357,"$715,000"
2358,"$2,250,000"
2359,"$300,000"
2360,"$1,799,000"
2361,"$789,900"
2362,"$1,550,000"
2363,"$1,050,000"
2364,"$1,099,000"
2365,"$799,000"
2366,"$1,495,000"
2367,"$2,095,000"
2368,"$3,300,000"
2369,"$819,000"
2370,"$1,449,000"
2371,"$998,000"
2372,"$4,185,000"
2373,"$995,000"
2374,"$394,000"
2375,"$400,000"
2376,"$1,318,000"
2377,"$998,000"
2378,"$925,000"
2379,"$625,000"
2380,"$995,000"
2381,"$5,250,000"
2382,"$2,750,000"
2383,"$868,000"
2384,"$978,000"
2385,"$799,000"
2386,"$510,000"
2387,"$400,000"
2388,"$7,200,000"
2389,"$729,000"
2390,"$3,895,000"
2391,"$1,825,000"
2392,"$899,000"
2393,"$4,645,000"
2394,"$2,599,000"
2395,"$680,000"
2396,"$1,095,000"
2397,"$3,500"
2398,"$1,695,000"
2399,"$799,000"
2400,"$1,048,000"
2401,"$1,995,000"
2402,"$2,795,000"
2403,"$2,995,000"
2404,"$545,000"
2405,"$575,000"
2406,"$525,000"
2407,"$2,195,000"
2408,"$1,149,000"
2409,"$1,695,000"
2410,"$11,750,000"
2411,"$995,000"
2412,"$1,995,000"
2413,"$949,000"
2414,"$1,275,000"
2415,"$1,150,000"
2416,"$960,000"
2417,"$565,000"
2418,"$1,100,000"
2419,"$715,000"
2420,"$2,250,000"
2421,"$300,000"
2422,"$1,799,000"
2423,"$789,900"
2424,"$1,550,000"
2425,"$1,050,000"
2426,"$1,099,000"
2427,"$799,000"
2428,"$1,495,000"
2429,"$2,095,000"
2430,"$3,300,000"
2431,"$819,000"
2432,"$1,449,000"
2433,"$998,000"
2434,"$4,185,000"
2435,"$995,000"
2436,"$394,000"
2437,"$400,000"
2438,"$1,318,000"
2439,"$998,000"
2440,"$925,000"
2441,"$625,000"
2442,"$995,000"
2443,"$5,250,000"
2444,"$2,750,000"
2445,"$868,000"
2446,"$978,000"
2447,"$799,000"
2448,"$510,000"
2449,"$400,000"
2450,"$7,200,000"
2451,"$729,000"
2452,"$3,895,000"
2453,"$1,825,000"
2454,"$899,000"
2455,"$4,645,000"
2456,"$2,599,000"
2457,"$680,000"
2458,"$1,095,000"
2459,"$3,500"
2460,"$1,695,000"
2461,"$799,000"
2462,"$1,048,000"
2463,"$1,995,000"
2464,"$2,795,000"
2465,"$2,995,000"
2466,"$545,000"
2467,"$575,000"
2468,"$525,000"
2469,"$2,195,000"
2470,"$1,149,000"
2471,"$1,695,000"
2472,"$11,750,000"
2473,"$995,000"
2474,"$1,995,000"
2475,"$949,000"
2476,"$1,275,000"
2477,"$1,150,000"
2478,"$960,000"
2479,"$565,000"
2480,"$1,100,000"
2481,"$715,000"
2482,"$2,250,000"
2483,"$300,000"
2484,"$1,799,000"
2485,"$789,900"
2486,"$1,550,000"
2487,"$1,050,000"
2488,"$1,099,000"
2489,"$799,000"
2490,"$1,495,000"
2491,"$2,095,000"
2492,"$3,300,000"
2493,"$819,000"
2494,"$1,449,000"
2495,"$998,000"
2496,"$4,185,000"
2497,"$995,000"
2498,"$394,000"
2499,"$400,000"
2500,"$1,318,000"
2501,"$998,000"
2502,"$925,000"
2503,"$625,000"
2504,"$995,000"
2505,"$5,250,000"
2506,"$2,750,000"
2507,"$868,000"
2508,"$978,000"
2509,"$799,000"
2510,"$510,000"
2511,"$400,000"
2512,"$7,200,000"
2513,"$729,000"
2514,"$3,895,000"
2515,"$1,825,000"
2516,"$899,000"
2517,"$4,645,000"
2518,"$2,599,000"
2519,"$680,000"
2520,"$1,095,000"
2521,"$3,500"
2522,"$1,695,000"
2523,"$799,000"
2524,"$1,048,000"
2525,"$1,995,000"
2526,"$2,795,000"
2527,"$2,995,000"
2528,"$545,000"
2529,"$575,000"
2530,"$525,000"
2531,"$2,195,000"
2532,"$1,149,000"
2533,"$1,695,000"
2534,"$11,750,000"
2535,"$995,000"
2536,"$1,995,000"
2537,"$949,000"
2538,"$1,275,000"
2539,"$1,150,000"
2540,"$960,000"
2541,"$565,000"
2542,"$1,100,000"
2543,"$715,000"
2544,"$2,250,000"
2545,"$300,000"
2546,"$1,799,000"
2547,"$789,900"
2548,"$1,550,000"
2549,"$1,050,000"
2550,"$1,099,000"
2551,"$799,000"
2552,"$1,495,000"
2553,"$2,095,000"
2554,"$3,300,000"
2555,"$819,000"
2556,"$1,449,000"
2557,"$998,000"
2558,"$4,185,000"
